x	y	key	clickSelects
92.948717948718	88.8461538461539	ATAC_JV_adipose/1	ATAC_JV_adipose/1
95.1507208387942	90.956749672346	ATAC_JV_adipose/2	ATAC_JV_adipose/2
89.4047619047619	84.7619047619048	ATAC_JV_adipose/3	ATAC_JV_adipose/3
84.3822843822844	80.0699300699301	ATAC_JV_adipose/4	ATAC_JV_adipose/4
96.4497041420118	95.8579881656805	CTCF_TDH_ENCODE/2	CTCF_TDH_ENCODE/2
96.5199050883206	94.1471131030846	H3K27ac-H3K4me3_TDHAM_BP/1	H3K27ac-H3K4me3_TDHAM_BP/1
96.7455621301775	95.6854043392505	H3K27ac-H3K4me3_TDHAM_BP/2	H3K27ac-H3K4me3_TDHAM_BP/2
99.4117647058824	98.9705882352941	H3K27ac-H3K4me3_TDHAM_BP/3	H3K27ac-H3K4me3_TDHAM_BP/3
96.7509920634921	95.9077380952381	H3K27ac-H3K4me3_TDHAM_BP/4	H3K27ac-H3K4me3_TDHAM_BP/4
87.5	84.2105263157895	H3K27ac_TDH_some/1	H3K27ac_TDH_some/1
89.4736842105263	87.3684210526316	H3K27ac_TDH_some/3	H3K27ac_TDH_some/3
95.3216374269006	92.9824561403509	H3K27ac_TDH_some/4	H3K27ac_TDH_some/4
89.4736842105263	83.4586466165414	H3K27me3_RL_cancer/1	H3K27me3_RL_cancer/1
93.2330827067669	87.9699248120301	H3K27me3_RL_cancer/2	H3K27me3_RL_cancer/2
84.2105263157895	78.2894736842105	H3K27me3_RL_cancer/4	H3K27me3_RL_cancer/4
94.0476190476191	90.4761904761905	H3K27me3_TDH_some/1	H3K27me3_TDH_some/1
96.5714285714286	94.2857142857143	H3K27me3_TDH_some/3	H3K27me3_TDH_some/3
93.4343434343434	90.9090909090909	H3K27me3_TDH_some/4	H3K27me3_TDH_some/4
96.1451247165533	95.6916099773243	H3K36me3_AM_immune/3	H3K36me3_AM_immune/3
96.4285714285714	96.4285714285714	H3K36me3_TDH_other/3	H3K36me3_TDH_other/3
99.1071428571429	98.8095238095238	H3K4me1_TDH_BP/1	H3K4me1_TDH_BP/1
91.2037037037037	87.2685185185185	H3K4me1_TDH_BP/2	H3K4me1_TDH_BP/2
95.6140350877193	95.6140350877193	H3K4me1_TDH_BP/4	H3K4me1_TDH_BP/4
85.0762527233115	78.2135076252723	H3K4me3_PGP_immune/1	H3K4me3_PGP_immune/1
81.705948372615	77.2166105499439	H3K4me3_PGP_immune/2	H3K4me3_PGP_immune/2
89.1891891891892	82.3823823823824	H3K4me3_PGP_immune/3	H3K4me3_PGP_immune/3
88.0658436213992	82.0987654320988	H3K4me3_PGP_immune/4	H3K4me3_PGP_immune/4
90.7407407407407	85.1851851851852	H3K4me3_TDH_immune/1	H3K4me3_TDH_immune/1
89.1975308641975	85.6995884773663	H3K4me3_TDH_immune/2	H3K4me3_TDH_immune/2
89.2063492063492	83.3862433862434	H3K4me3_TDH_immune/3	H3K4me3_TDH_immune/3
92.5925925925926	85.9053497942387	H3K4me3_TDH_immune/4	H3K4me3_TDH_immune/4
96.5625	95.625	H3K4me3_TDH_other/1	H3K4me3_TDH_other/1
96.3888888888889	94.1666666666667	H3K4me3_TDH_other/4	H3K4me3_TDH_other/4
92.9012345679013	88.5802469135803	H3K4me3_XJ_immune/1	H3K4me3_XJ_immune/1
82.6210826210826	74.9287749287749	H3K4me3_XJ_immune/2	H3K4me3_XJ_immune/2
95.7264957264957	82.051282051282	H3K4me3_XJ_immune/3	H3K4me3_XJ_immune/3
89.4586894586895	76.3532763532764	H3K4me3_XJ_immune/4	H3K4me3_XJ_immune/4
90	80	H3K9me3_TDH_BP/2	H3K9me3_TDH_BP/2
